series,scenario,replication,run_id,source,metric,method,true_change_step,first_signal_step,signal_count,detection_delay,is_false_alarm,mu_hat,sigma_hat,baseline_size,n_phase2_steps,n_total_observations,degradation,deg_value,deg_start,seed
series1_arl0,clean_baseline_200,11,series1_arl0__clean_baseline_200__rep11,exp_source,mean,shewhart,,139,8,139,True,99.85237206174314,1.1100273492176063,200,1500,34000,none,0,,10011
series1_arl0,clean_baseline_200,11,series1_arl0__clean_baseline_200__rep11,exp_source,mean,cusum,,122,8,122,True,99.85237206174314,1.1100273492176063,200,1500,34000,none,0,,10011
series1_arl0,clean_baseline_200,11,series1_arl0__clean_baseline_200__rep11,exp_source,mean,ewma,,122,12,122,True,99.85237206174314,1.1100273492176063,200,1500,34000,none,0,,10011
series1_arl0,clean_baseline_200,12,series1_arl0__clean_baseline_200__rep12,exp_source,mean,shewhart,,1061,1,1061,True,100.1076972981516,1.1233081505363105,200,1500,34000,none,0,,10012
series1_arl0,clean_baseline_200,12,series1_arl0__clean_baseline_200__rep12,exp_source,mean,cusum,,61,3,61,True,100.1076972981516,1.1233081505363105,200,1500,34000,none,0,,10012
series1_arl0,clean_baseline_200,12,series1_arl0__clean_baseline_200__rep12,exp_source,mean,ewma,,61,4,61,True,100.1076972981516,1.1233081505363105,200,1500,34000,none,0,,10012
series1_arl0,clean_baseline_200,13,series1_arl0__clean_baseline_200__rep13,exp_source,mean,shewhart,,924,3,924,True,99.9740695882936,1.1250143369998296,200,1500,34000,none,0,,10013
series1_arl0,clean_baseline_200,13,series1_arl0__clean_baseline_200__rep13,exp_source,mean,cusum,,107,5,107,True,99.9740695882936,1.1250143369998296,200,1500,34000,none,0,,10013
series1_arl0,clean_baseline_200,13,series1_arl0__clean_baseline_200__rep13,exp_source,mean,ewma,,107,6,107,True,99.9740695882936,1.1250143369998296,200,1500,34000,none,0,,10013
series1_arl0,clean_baseline_200,14,series1_arl0__clean_baseline_200__rep14,exp_source,mean,shewhart,,559,2,559,True,100.02833988372213,1.1411668180128456,200,1500,34000,none,0,,10014
series1_arl0,clean_baseline_200,14,series1_arl0__clean_baseline_200__rep14,exp_source,mean,cusum,,1124,1,1124,True,100.02833988372213,1.1411668180128456,200,1500,34000,none,0,,10014
series1_arl0,clean_baseline_200,14,series1_arl0__clean_baseline_200__rep14,exp_source,mean,ewma,,1124,1,1124,True,100.02833988372213,1.1411668180128456,200,1500,34000,none,0,,10014
series1_arl0,clean_baseline_200,15,series1_arl0__clean_baseline_200__rep15,exp_source,mean,shewhart,,53,6,53,True,100.15574197407405,1.0852377955874155,200,1500,34000,none,0,,10015
series1_arl0,clean_baseline_200,15,series1_arl0__clean_baseline_200__rep15,exp_source,mean,cusum,,117,5,117,True,100.15574197407405,1.0852377955874155,200,1500,34000,none,0,,10015
series1_arl0,clean_baseline_200,15,series1_arl0__clean_baseline_200__rep15,exp_source,mean,ewma,,195,6,195,True,100.15574197407405,1.0852377955874155,200,1500,34000,none,0,,10015
series1_arl0,clean_baseline_200,16,series1_arl0__clean_baseline_200__rep16,exp_source,mean,shewhart,,222.0,3,222.0,True,99.9553893444498,1.1543464654213682,200,1500,34000,none,0,,10016
series1_arl0,clean_baseline_200,16,series1_arl0__clean_baseline_200__rep16,exp_source,mean,cusum,,1252.0,1,1252.0,True,99.9553893444498,1.1543464654213682,200,1500,34000,none,0,,10016
series1_arl0,clean_baseline_200,16,series1_arl0__clean_baseline_200__rep16,exp_source,mean,ewma,,,0,,False,99.9553893444498,1.1543464654213682,200,1500,34000,none,0,,10016
series1_arl0,clean_baseline_200,17,series1_arl0__clean_baseline_200__rep17,exp_source,mean,shewhart,,181,5,181,True,99.98141897327605,1.096844286790337,200,1500,34000,none,0,,10017
series1_arl0,clean_baseline_200,17,series1_arl0__clean_baseline_200__rep17,exp_source,mean,cusum,,170,8,170,True,99.98141897327605,1.096844286790337,200,1500,34000,none,0,,10017
series1_arl0,clean_baseline_200,17,series1_arl0__clean_baseline_200__rep17,exp_source,mean,ewma,,170,15,170,True,99.98141897327605,1.096844286790337,200,1500,34000,none,0,,10017
series1_arl0,clean_baseline_200,18,series1_arl0__clean_baseline_200__rep18,exp_source,mean,shewhart,,641,3,641,True,100.00733804936884,1.2117631249216851,200,1500,34000,none,0,,10018
series1_arl0,clean_baseline_200,18,series1_arl0__clean_baseline_200__rep18,exp_source,mean,cusum,,1463,2,1463,True,100.00733804936884,1.2117631249216851,200,1500,34000,none,0,,10018
series1_arl0,clean_baseline_200,18,series1_arl0__clean_baseline_200__rep18,exp_source,mean,ewma,,1476,1,1476,True,100.00733804936884,1.2117631249216851,200,1500,34000,none,0,,10018
series1_arl0,clean_baseline_200,19,series1_arl0__clean_baseline_200__rep19,exp_source,mean,shewhart,,955,2,955,True,99.96266200476049,1.1842754900728842,200,1500,34000,none,0,,10019
series1_arl0,clean_baseline_200,19,series1_arl0__clean_baseline_200__rep19,exp_source,mean,cusum,,567,2,567,True,99.96266200476049,1.1842754900728842,200,1500,34000,none,0,,10019
series1_arl0,clean_baseline_200,19,series1_arl0__clean_baseline_200__rep19,exp_source,mean,ewma,,566,3,566,True,99.96266200476049,1.1842754900728842,200,1500,34000,none,0,,10019
series1_arl0,clean_baseline_200,20,series1_arl0__clean_baseline_200__rep20,exp_source,mean,shewhart,,509,10,509,True,100.09752463393872,1.0116600402945808,200,1500,34000,none,0,,10020
series1_arl0,clean_baseline_200,20,series1_arl0__clean_baseline_200__rep20,exp_source,mean,cusum,,98,8,98,True,100.09752463393872,1.0116600402945808,200,1500,34000,none,0,,10020
series1_arl0,clean_baseline_200,20,series1_arl0__clean_baseline_200__rep20,exp_source,mean,ewma,,98,14,98,True,100.09752463393872,1.0116600402945808,200,1500,34000,none,0,,10020
series1_arl0,clean_baseline_200,21,series1_arl0__clean_baseline_200__rep21,exp_source,mean,shewhart,,36,9,36,True,100.09306200703533,1.0636555317367884,200,1500,34000,none,0,,10021
series1_arl0,clean_baseline_200,21,series1_arl0__clean_baseline_200__rep21,exp_source,mean,cusum,,427,7,427,True,100.09306200703533,1.0636555317367884,200,1500,34000,none,0,,10021
series1_arl0,clean_baseline_200,21,series1_arl0__clean_baseline_200__rep21,exp_source,mean,ewma,,85,10,85,True,100.09306200703533,1.0636555317367884,200,1500,34000,none,0,,10021
series1_arl0,clean_baseline_200,22,series1_arl0__clean_baseline_200__rep22,exp_source,mean,shewhart,,1026,5,1026,True,99.92772629320974,1.0792141808211804,200,1500,34000,none,0,,10022
series1_arl0,clean_baseline_200,22,series1_arl0__clean_baseline_200__rep22,exp_source,mean,cusum,,52,7,52,True,99.92772629320974,1.0792141808211804,200,1500,34000,none,0,,10022
series1_arl0,clean_baseline_200,22,series1_arl0__clean_baseline_200__rep22,exp_source,mean,ewma,,52,5,52,True,99.92772629320974,1.0792141808211804,200,1500,34000,none,0,,10022
series1_arl0,clean_baseline_200,23,series1_arl0__clean_baseline_200__rep23,exp_source,mean,shewhart,,228.0,2,228.0,True,100.0997067409856,1.1260125633672269,200,1500,34000,none,0,,10023
series1_arl0,clean_baseline_200,23,series1_arl0__clean_baseline_200__rep23,exp_source,mean,cusum,,,0,,False,100.0997067409856,1.1260125633672269,200,1500,34000,none,0,,10023
series1_arl0,clean_baseline_200,23,series1_arl0__clean_baseline_200__rep23,exp_source,mean,ewma,,,0,,False,100.0997067409856,1.1260125633672269,200,1500,34000,none,0,,10023
series1_arl0,clean_baseline_200,24,series1_arl0__clean_baseline_200__rep24,exp_source,mean,shewhart,,34,4,34,True,100.04908896009174,1.0642140442988284,200,1500,34000,none,0,,10024
series1_arl0,clean_baseline_200,24,series1_arl0__clean_baseline_200__rep24,exp_source,mean,cusum,,93,9,93,True,100.04908896009174,1.0642140442988284,200,1500,34000,none,0,,10024
series1_arl0,clean_baseline_200,24,series1_arl0__clean_baseline_200__rep24,exp_source,mean,ewma,,34,9,34,True,100.04908896009174,1.0642140442988284,200,1500,34000,none,0,,10024
series1_arl0,clean_baseline_200,25,series1_arl0__clean_baseline_200__rep25,exp_source,mean,shewhart,,623.0,7,623.0,True,99.98863694785982,1.0716062753879483,200,1500,34000,none,0,,10025
series1_arl0,clean_baseline_200,25,series1_arl0__clean_baseline_200__rep25,exp_source,mean,cusum,,661.0,4,661.0,True,99.98863694785982,1.0716062753879483,200,1500,34000,none,0,,10025
series1_arl0,clean_baseline_200,25,series1_arl0__clean_baseline_200__rep25,exp_source,mean,ewma,,,0,,False,99.98863694785982,1.0716062753879483,200,1500,34000,none,0,,10025
series1_arl0,clean_baseline_200,26,series1_arl0__clean_baseline_200__rep26,exp_source,mean,shewhart,,366,5,366,True,99.84567715865373,1.1552820642210584,200,1500,34000,none,0,,10026
series1_arl0,clean_baseline_200,26,series1_arl0__clean_baseline_200__rep26,exp_source,mean,cusum,,352,4,352,True,99.84567715865373,1.1552820642210584,200,1500,34000,none,0,,10026
series1_arl0,clean_baseline_200,26,series1_arl0__clean_baseline_200__rep26,exp_source,mean,ewma,,164,7,164,True,99.84567715865373,1.1552820642210584,200,1500,34000,none,0,,10026
series1_arl0,clean_baseline_200,27,series1_arl0__clean_baseline_200__rep27,exp_source,mean,shewhart,,85.0,3,85.0,True,99.92926481907604,1.1441343755220537,200,1500,34000,none,0,,10027
series1_arl0,clean_baseline_200,27,series1_arl0__clean_baseline_200__rep27,exp_source,mean,cusum,,,0,,False,99.92926481907604,1.1441343755220537,200,1500,34000,none,0,,10027
series1_arl0,clean_baseline_200,27,series1_arl0__clean_baseline_200__rep27,exp_source,mean,ewma,,1337.0,1,1337.0,True,99.92926481907604,1.1441343755220537,200,1500,34000,none,0,,10027
series1_arl0,clean_baseline_200,28,series1_arl0__clean_baseline_200__rep28,exp_source,mean,shewhart,,129,2,129,True,100.06640458077388,1.205501428704368,200,1500,34000,none,0,,10028
series1_arl0,clean_baseline_200,28,series1_arl0__clean_baseline_200__rep28,exp_source,mean,cusum,,658,3,658,True,100.06640458077388,1.205501428704368,200,1500,34000,none,0,,10028
series1_arl0,clean_baseline_200,28,series1_arl0__clean_baseline_200__rep28,exp_source,mean,ewma,,1016,3,1016,True,100.06640458077388,1.205501428704368,200,1500,34000,none,0,,10028
series1_arl0,clean_baseline_200,29,series1_arl0__clean_baseline_200__rep29,exp_source,mean,shewhart,,291,6,291,True,100.01093746384768,1.0573788990907267,200,1500,34000,none,0,,10029
series1_arl0,clean_baseline_200,29,series1_arl0__clean_baseline_200__rep29,exp_source,mean,cusum,,387,2,387,True,100.01093746384768,1.0573788990907267,200,1500,34000,none,0,,10029
series1_arl0,clean_baseline_200,29,series1_arl0__clean_baseline_200__rep29,exp_source,mean,ewma,,387,2,387,True,100.01093746384768,1.0573788990907267,200,1500,34000,none,0,,10029
series1_arl0,clean_baseline_200,30,series1_arl0__clean_baseline_200__rep30,exp_source,mean,shewhart,,5,16,5,True,99.92587843581927,1.0357892062103775,200,1500,34000,none,0,,10030
series1_arl0,clean_baseline_200,30,series1_arl0__clean_baseline_200__rep30,exp_source,mean,cusum,,316,8,316,True,99.92587843581927,1.0357892062103775,200,1500,34000,none,0,,10030
series1_arl0,clean_baseline_200,30,series1_arl0__clean_baseline_200__rep30,exp_source,mean,ewma,,127,11,127,True,99.92587843581927,1.0357892062103775,200,1500,34000,none,0,,10030
series1_arl0,clean_baseline_200,31,series1_arl0__clean_baseline_200__rep31,exp_source,mean,shewhart,,477,1,477,True,100.02313931766341,1.1645335343447545,200,1500,34000,none,0,,10031
series1_arl0,clean_baseline_200,31,series1_arl0__clean_baseline_200__rep31,exp_source,mean,cusum,,299,2,299,True,100.02313931766341,1.1645335343447545,200,1500,34000,none,0,,10031
series1_arl0,clean_baseline_200,31,series1_arl0__clean_baseline_200__rep31,exp_source,mean,ewma,,300,2,300,True,100.02313931766341,1.1645335343447545,200,1500,34000,none,0,,10031
series1_arl0,clean_baseline_200,32,series1_arl0__clean_baseline_200__rep32,exp_source,mean,shewhart,,200,10,200,True,99.89228293843108,1.0777244490280236,200,1500,34000,none,0,,10032
series1_arl0,clean_baseline_200,32,series1_arl0__clean_baseline_200__rep32,exp_source,mean,cusum,,203,4,203,True,99.89228293843108,1.0777244490280236,200,1500,34000,none,0,,10032
series1_arl0,clean_baseline_200,32,series1_arl0__clean_baseline_200__rep32,exp_source,mean,ewma,,200,7,200,True,99.89228293843108,1.0777244490280236,200,1500,34000,none,0,,10032
series1_arl0,clean_baseline_200,33,series1_arl0__clean_baseline_200__rep33,exp_source,mean,shewhart,,27,3,27,True,99.96343356833754,1.1511803315429185,200,1500,34000,none,0,,10033
series1_arl0,clean_baseline_200,33,series1_arl0__clean_baseline_200__rep33,exp_source,mean,cusum,,66,4,66,True,99.96343356833754,1.1511803315429185,200,1500,34000,none,0,,10033
series1_arl0,clean_baseline_200,33,series1_arl0__clean_baseline_200__rep33,exp_source,mean,ewma,,565,3,565,True,99.96343356833754,1.1511803315429185,200,1500,34000,none,0,,10033
series1_arl0,clean_baseline_200,34,series1_arl0__clean_baseline_200__rep34,exp_source,mean,shewhart,,66,9,66,True,99.94060003720247,1.0965758347773829,200,1500,34000,none,0,,10034
series1_arl0,clean_baseline_200,34,series1_arl0__clean_baseline_200__rep34,exp_source,mean,cusum,,560,3,560,True,99.94060003720247,1.0965758347773829,200,1500,34000,none,0,,10034
series1_arl0,clean_baseline_200,34,series1_arl0__clean_baseline_200__rep34,exp_source,mean,ewma,,349,6,349,True,99.94060003720247,1.0965758347773829,200,1500,34000,none,0,,10034
series1_arl0,clean_baseline_200,35,series1_arl0__clean_baseline_200__rep35,exp_source,mean,shewhart,,163,7,163,True,99.93276957363202,1.084717061223386,200,1500,34000,none,0,,10035
series1_arl0,clean_baseline_200,35,series1_arl0__clean_baseline_200__rep35,exp_source,mean,cusum,,40,4,40,True,99.93276957363202,1.084717061223386,200,1500,34000,none,0,,10035
series1_arl0,clean_baseline_200,35,series1_arl0__clean_baseline_200__rep35,exp_source,mean,ewma,,29,4,29,True,99.93276957363202,1.084717061223386,200,1500,34000,none,0,,10035
series1_arl0,clean_baseline_200,36,series1_arl0__clean_baseline_200__rep36,exp_source,mean,shewhart,,74,7,74,True,99.8746942690851,1.0702430285578937,200,1500,34000,none,0,,10036
series1_arl0,clean_baseline_200,36,series1_arl0__clean_baseline_200__rep36,exp_source,mean,cusum,,478,9,478,True,99.8746942690851,1.0702430285578937,200,1500,34000,none,0,,10036
series1_arl0,clean_baseline_200,36,series1_arl0__clean_baseline_200__rep36,exp_source,mean,ewma,,574,10,574,True,99.8746942690851,1.0702430285578937,200,1500,34000,none,0,,10036
series1_arl0,clean_baseline_200,37,series1_arl0__clean_baseline_200__rep37,exp_source,mean,shewhart,,1384.0,1,1384.0,True,99.97204859807047,1.1592655972173582,200,1500,34000,none,0,,10037
series1_arl0,clean_baseline_200,37,series1_arl0__clean_baseline_200__rep37,exp_source,mean,cusum,,969.0,5,969.0,True,99.97204859807047,1.1592655972173582,200,1500,34000,none,0,,10037
series1_arl0,clean_baseline_200,37,series1_arl0__clean_baseline_200__rep37,exp_source,mean,ewma,,,0,,False,99.97204859807047,1.1592655972173582,200,1500,34000,none,0,,10037
series1_arl0,clean_baseline_200,38,series1_arl0__clean_baseline_200__rep38,exp_source,mean,shewhart,,5,8,5,True,100.03265038552804,1.0724328182399046,200,1500,34000,none,0,,10038
series1_arl0,clean_baseline_200,38,series1_arl0__clean_baseline_200__rep38,exp_source,mean,cusum,,7,6,7,True,100.03265038552804,1.0724328182399046,200,1500,34000,none,0,,10038
series1_arl0,clean_baseline_200,38,series1_arl0__clean_baseline_200__rep38,exp_source,mean,ewma,,7,6,7,True,100.03265038552804,1.0724328182399046,200,1500,34000,none,0,,10038
series1_arl0,clean_baseline_200,39,series1_arl0__clean_baseline_200__rep39,exp_source,mean,shewhart,,1140,1,1140,True,99.98029288997584,1.127129521660985,200,1500,34000,none,0,,10039
series1_arl0,clean_baseline_200,39,series1_arl0__clean_baseline_200__rep39,exp_source,mean,cusum,,1143,3,1143,True,99.98029288997584,1.127129521660985,200,1500,34000,none,0,,10039
series1_arl0,clean_baseline_200,39,series1_arl0__clean_baseline_200__rep39,exp_source,mean,ewma,,583,2,583,True,99.98029288997584,1.127129521660985,200,1500,34000,none,0,,10039
series1_arl0,clean_baseline_200,40,series1_arl0__clean_baseline_200__rep40,exp_source,mean,shewhart,,108,6,108,True,99.89301915238242,1.0874668388330522,200,1500,34000,none,0,,10040
series1_arl0,clean_baseline_200,40,series1_arl0__clean_baseline_200__rep40,exp_source,mean,cusum,,127,9,127,True,99.89301915238242,1.0874668388330522,200,1500,34000,none,0,,10040
series1_arl0,clean_baseline_200,40,series1_arl0__clean_baseline_200__rep40,exp_source,mean,ewma,,127,17,127,True,99.89301915238242,1.0874668388330522,200,1500,34000,none,0,,10040
series1_arl0,clean_baseline_200,41,series1_arl0__clean_baseline_200__rep41,exp_source,mean,shewhart,,383.0,1,383.0,True,100.01467000359564,1.135805309140781,200,1500,34000,none,0,,10041
series1_arl0,clean_baseline_200,41,series1_arl0__clean_baseline_200__rep41,exp_source,mean,cusum,,,0,,False,100.01467000359564,1.135805309140781,200,1500,34000,none,0,,10041
series1_arl0,clean_baseline_200,41,series1_arl0__clean_baseline_200__rep41,exp_source,mean,ewma,,1043.0,1,1043.0,True,100.01467000359564,1.135805309140781,200,1500,34000,none,0,,10041
series1_arl0,clean_baseline_200,42,series1_arl0__clean_baseline_200__rep42,exp_source,mean,shewhart,,668,5,668,True,100.03640814332915,1.083588464139201,200,1500,34000,none,0,,10042
series1_arl0,clean_baseline_200,42,series1_arl0__clean_baseline_200__rep42,exp_source,mean,cusum,,655,6,655,True,100.03640814332915,1.083588464139201,200,1500,34000,none,0,,10042
series1_arl0,clean_baseline_200,42,series1_arl0__clean_baseline_200__rep42,exp_source,mean,ewma,,655,9,655,True,100.03640814332915,1.083588464139201,200,1500,34000,none,0,,10042
series1_arl0,clean_baseline_200,43,series1_arl0__clean_baseline_200__rep43,exp_source,mean,shewhart,,338,7,338,True,100.05845803688885,1.020919595201457,200,1500,34000,none,0,,10043
series1_arl0,clean_baseline_200,43,series1_arl0__clean_baseline_200__rep43,exp_source,mean,cusum,,25,7,25,True,100.05845803688885,1.020919595201457,200,1500,34000,none,0,,10043
series1_arl0,clean_baseline_200,43,series1_arl0__clean_baseline_200__rep43,exp_source,mean,ewma,,111,4,111,True,100.05845803688885,1.020919595201457,200,1500,34000,none,0,,10043
series1_arl0,clean_baseline_200,44,series1_arl0__clean_baseline_200__rep44,exp_source,mean,shewhart,,524,2,524,True,100.00124084520525,1.150285008104026,200,1500,34000,none,0,,10044
series1_arl0,clean_baseline_200,44,series1_arl0__clean_baseline_200__rep44,exp_source,mean,cusum,,285,4,285,True,100.00124084520525,1.150285008104026,200,1500,34000,none,0,,10044
series1_arl0,clean_baseline_200,44,series1_arl0__clean_baseline_200__rep44,exp_source,mean,ewma,,285,7,285,True,100.00124084520525,1.150285008104026,200,1500,34000,none,0,,10044
series1_arl0,clean_baseline_200,45,series1_arl0__clean_baseline_200__rep45,exp_source,mean,shewhart,,637,6,637,True,100.06778351372864,1.1248304902322706,200,1500,34000,none,0,,10045
series1_arl0,clean_baseline_200,45,series1_arl0__clean_baseline_200__rep45,exp_source,mean,cusum,,1477,1,1477,True,100.06778351372864,1.1248304902322706,200,1500,34000,none,0,,10045
series1_arl0,clean_baseline_200,45,series1_arl0__clean_baseline_200__rep45,exp_source,mean,ewma,,1311,1,1311,True,100.06778351372864,1.1248304902322706,200,1500,34000,none,0,,10045
series1_arl0,clean_baseline_200,46,series1_arl0__clean_baseline_200__rep46,exp_source,mean,shewhart,,,0,,False,99.9203774034234,1.18597146232334,200,1500,34000,none,0,,10046
series1_arl0,clean_baseline_200,46,series1_arl0__clean_baseline_200__rep46,exp_source,mean,cusum,,547.0,3,547.0,True,99.9203774034234,1.18597146232334,200,1500,34000,none,0,,10046
series1_arl0,clean_baseline_200,46,series1_arl0__clean_baseline_200__rep46,exp_source,mean,ewma,,967.0,3,967.0,True,99.9203774034234,1.18597146232334,200,1500,34000,none,0,,10046
series1_arl0,clean_baseline_200,47,series1_arl0__clean_baseline_200__rep47,exp_source,mean,shewhart,,397,2,397,True,100.02311131289727,1.0759384008907236,200,1500,34000,none,0,,10047
series1_arl0,clean_baseline_200,47,series1_arl0__clean_baseline_200__rep47,exp_source,mean,cusum,,268,4,268,True,100.02311131289727,1.0759384008907236,200,1500,34000,none,0,,10047
series1_arl0,clean_baseline_200,47,series1_arl0__clean_baseline_200__rep47,exp_source,mean,ewma,,268,8,268,True,100.02311131289727,1.0759384008907236,200,1500,34000,none,0,,10047
series1_arl0,clean_baseline_200,48,series1_arl0__clean_baseline_200__rep48,exp_source,mean,shewhart,,,0,,False,100.03870414436561,1.1909505203354378,200,1500,34000,none,0,,10048
series1_arl0,clean_baseline_200,48,series1_arl0__clean_baseline_200__rep48,exp_source,mean,cusum,,,0,,False,100.03870414436561,1.1909505203354378,200,1500,34000,none,0,,10048
series1_arl0,clean_baseline_200,48,series1_arl0__clean_baseline_200__rep48,exp_source,mean,ewma,,,0,,False,100.03870414436561,1.1909505203354378,200,1500,34000,none,0,,10048
series1_arl0,clean_baseline_200,49,series1_arl0__clean_baseline_200__rep49,exp_source,mean,shewhart,,1002,1,1002,True,100.08040766113928,1.1886960075992716,200,1500,34000,none,0,,10049
series1_arl0,clean_baseline_200,49,series1_arl0__clean_baseline_200__rep49,exp_source,mean,cusum,,704,2,704,True,100.08040766113928,1.1886960075992716,200,1500,34000,none,0,,10049
series1_arl0,clean_baseline_200,49,series1_arl0__clean_baseline_200__rep49,exp_source,mean,ewma,,195,6,195,True,100.08040766113928,1.1886960075992716,200,1500,34000,none,0,,10049
series1_arl0,clean_baseline_200,50,series1_arl0__clean_baseline_200__rep50,exp_source,mean,shewhart,,427,10,427,True,99.88115295984734,1.102750100769124,200,1500,34000,none,0,,10050
series1_arl0,clean_baseline_200,50,series1_arl0__clean_baseline_200__rep50,exp_source,mean,cusum,,53,14,53,True,99.88115295984734,1.102750100769124,200,1500,34000,none,0,,10050
series1_arl0,clean_baseline_200,50,series1_arl0__clean_baseline_200__rep50,exp_source,mean,ewma,,55,19,55,True,99.88115295984734,1.102750100769124,200,1500,34000,none,0,,10050
